family_id,family_label,sport,event_type,kalshi_market_id,poly_market_id,kalshi_title,poly_title,kalshi_game_date,poly_game_date,both_sides_reference_same_event,kalshi_resolution_rules,poly_resolution_rules,resolution_source_kalshi,resolution_source_poly,timing_alignment,classification,classification_reason,rules_provenance
3148,sports::Will San Diego win the 2026 Pr::Will the San Diego Padres win ,mlb,game_result,KXMLB-26-SD,0x99ff023a3b1149189fd0993f5a06b05b59e91d370df456c54db69bbd8875bf65,Will San Diego win the 2026 Pro Baseball Championship?,Will the San Diego Padres win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If San Diego wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3149,sports::Will Aston Villa win the Engli::Will Aston Villa win the 2025–,soccer,game_result,KXPREMIERLEAGUE-26-AVL,0x2ca58175aa8080357d9706c535bb0be218ce7bb156dc48753e0d8b8ee6b56635,Will Aston Villa win the English Premier League?,Will Aston Villa win the 2025–26 English Premier League?,2028-05-23,2026-05-27,yes,"If Aston Villa wins the English Premier League, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 English Premier League.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 English Premier League. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 English Premier League season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from the English Premier League. A consensus of credible reporting may also be used.",,resolution source will be official information from the English Premier League,unclear,equivalent,"EPL + Bundesliga season futures (rules templates identical except league name): terminal-outcome equivalent on realized paths; Polymarket ""Other"" clause on cancellation past 2026-10-01 is a sub-1% tail (COVID-era both leagues completed) and is a live-pilot caveat, not a backtest divergence.",api;api; owner_reviewed_2026-04-23
3150,sports::Will Arsenal win the English P::Will Arsenal win the 2025–26 E,soccer,game_result,KXPREMIERLEAGUE-26-ARS,0xcba24842ceac7a40d2a8b9adde1f4407999b6505193b9fd68156ae76fbffa706,Will Arsenal win the English Premier League?,Will Arsenal win the 2025–26 English Premier League?,2028-05-23,2026-05-27,yes,"If Arsenal wins the English Premier League, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 English Premier League.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 English Premier League. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 English Premier League season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from the English Premier League. A consensus of credible reporting may also be used.",,resolution source will be official information from the English Premier League,unclear,equivalent,"EPL + Bundesliga season futures (rules templates identical except league name): terminal-outcome equivalent on realized paths; Polymarket ""Other"" clause on cancellation past 2026-10-01 is a sub-1% tail (COVID-era both leagues completed) and is a live-pilot caveat, not a backtest divergence.",api;api; owner_reviewed_2026-04-23
3151,sports::Will New York Y win the 2026 P::Will the New York Yankees win ,mlb,game_result,KXMLB-26-NYY,0x3df7be753c8b6ebbddf31d6d63535c4b31c836cb25b1a73085508a271bc103db,Will New York Y win the 2026 Pro Baseball Championship?,Will the New York Yankees win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If New York Y wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3152,sports::Will Minnesota win the 2026 Pr::Will the Minnesota Twins win t,mlb,game_result,KXMLB-26-MIN,0xe4d4d5e3f6a9cc989d05679a66b3f871ba9075155e4e37dac9f684623e501222,Will Minnesota win the 2026 Pro Baseball Championship?,Will the Minnesota Twins win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Minnesota wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3153,sports::Will San Francisco win the 202::Will the San Francisco Giants ,mlb,game_result,KXMLB-26-SF,0x20ad75028f28b5bced0e807f25289a57ea8060ddd716a60bafb9eba1cf0e58e9,Will San Francisco win the 2026 Pro Baseball Championship?,Will the San Francisco Giants win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If San Francisco wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3154,sports::Will Houston win the 2026 Pro ::Will the Houston Astros win th,mlb,game_result,KXMLB-26-HOU,0x6470402973d292487fba2f61fd46967707b8327b9eab38a759da5ca5dc9ccec4,Will Houston win the 2026 Pro Baseball Championship?,Will the Houston Astros win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Houston wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3155,sports::Will Texas win the 2026 Pro Ba::Will the Texas Rangers win the,mlb,game_result,KXMLB-26-TEX,0xa9a6f91142311378d1227a7b245069ecca68e7cfc825db8613d9bb0c8c42d3a1,Will Texas win the 2026 Pro Baseball Championship?,Will the Texas Rangers win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Texas wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3156,sports::Will Cleveland win the 2026 Pr::Will the Cleveland Guardians w,mlb,game_result,KXMLB-26-CLE,0x67a229c77a9ac893f3895ed4dd1dfd1f89a6145da408bba530a544ec77ff6bfb,Will Cleveland win the 2026 Pro Baseball Championship?,Will the Cleveland Guardians win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Cleveland wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3157,sports::Will Chicago C win the 2026 Pr::Will the Chicago Cubs win the ,mlb,game_result,KXMLB-26-CHC,0xae0363bfe26b7de87f4526c47d5de9b324bab3d14690112bd89b34c9ed3552fc,Will Chicago C win the 2026 Pro Baseball Championship?,Will the Chicago Cubs win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Chicago C wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3158,sports::Will Colorado win the 2026 Pro::Will the Colorado Rockies win ,mlb,game_result,KXMLB-26-COL,0x190d98a8009045e55fdef0923372d308086469ba1c5286ea5a76a744f6496fa0,Will Colorado win the 2026 Pro Baseball Championship?,Will the Colorado Rockies win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Colorado wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3159,sports::Will Miami win the 2026 Pro Ba::Will the Miami Marlins win the,mlb,game_result,KXMLB-26-MIA,0xa5f1c7110b05fde645258c7c9e58d3ddbec94631db35b22f7a02db94d4571a29,Will Miami win the 2026 Pro Baseball Championship?,Will the Miami Marlins win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Miami wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3160,sports::Will New York M win the 2026 P::Will the New York Mets win the,mlb,game_result,KXMLB-26-NYM,0x98b595f40feccf49ded360d1eb15b9bb81041cc6006da00441a743dcef74f0e7,Will New York M win the 2026 Pro Baseball Championship?,Will the New York Mets win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If New York M wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3161,sports::Will Toronto win the 2026 Pro ::Will the Toronto Blue Jays win,mlb,game_result,KXMLB-26-TOR,0x6df5c681e14dadf57c0ba0a7c01d6e2cb04f0f97528e76d39875320aec40fddf,Will Toronto win the 2026 Pro Baseball Championship?,Will the Toronto Blue Jays win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Toronto wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3162,sports::Will Boston win the 2026 Pro B::Will the Boston Red Sox win th,mlb,game_result,KXMLB-26-BOS,0x3e38887e936b8fedd5373852777e7a3e90805affd8139971ebeb4b4956f000f5,Will Boston win the 2026 Pro Baseball Championship?,Will the Boston Red Sox win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Boston wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3163,sports::Will St. Louis win the 2026 Pr::Will the St. Louis Cardinals w,mlb,game_result,KXMLB-26-STL,0x728ed3e64f1f6b67d9b3dcd545ae574aaf0dfd3b0fb6df433d0c07c253981ec0,Will St. Louis win the 2026 Pro Baseball Championship?,Will the St. Louis Cardinals win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If St. Louis wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3164,sports::Will Tampa Bay win the 2026 Pr::Will the Tampa Bay Rays win th,mlb,game_result,KXMLB-26-TB,0x4d9567b9fa71a94b6e43ddb62ea6104cbb01926813938d241cce336bd72a8ba5,Will Tampa Bay win the 2026 Pro Baseball Championship?,Will the Tampa Bay Rays win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Tampa Bay wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3165,sports::Will Philadelphia win the 2026::Will the Philadelphia Phillies,mlb,game_result,KXMLB-26-PHI,0x9e238daa4cc2b89379314f5c1873e3c0d07d26bf2eb69a3d618a7b5d13b165a0,Will Philadelphia win the 2026 Pro Baseball Championship?,Will the Philadelphia Phillies win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Philadelphia wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3166,sports::Will Liverpool win the English::Will Liverpool win the 2025–26,soccer,game_result,KXPREMIERLEAGUE-26-LFC,0x65a2dd0af5f4155915a701e8fdbcdb2f547fb5925d0bcef0b373a8c39a16613e,Will Liverpool win the English Premier League?,Will Liverpool win the 2025–26 English Premier League?,2028-05-23,2026-05-27,yes,"If Liverpool wins the English Premier League, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 English Premier League.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 English Premier League. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 English Premier League season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from the English Premier League. A consensus of credible reporting may also be used.",,resolution source will be official information from the English Premier League,unclear,equivalent,"EPL + Bundesliga season futures (rules templates identical except league name): terminal-outcome equivalent on realized paths; Polymarket ""Other"" clause on cancellation past 2026-10-01 is a sub-1% tail (COVID-era both leagues completed) and is a live-pilot caveat, not a backtest divergence.",api;api; owner_reviewed_2026-04-23
3167,sports::Will Cincinnati win the 2026 P::Will the Cincinnati Reds win t,mlb,game_result,KXMLB-26-CIN,0xf9a6f017f72960b267bd398f32f4f4b20a163586ba49930e3533f8bd003dd507,Will Cincinnati win the 2026 Pro Baseball Championship?,Will the Cincinnati Reds win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Cincinnati wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3168,sports::Will Milwaukee win the 2026 Pr::Will the Milwaukee Brewers win,mlb,game_result,KXMLB-26-MIL,0x3db74f14fa0c4d8acb19ff4ffa18d523597a8e553ec565d494290a908d99395a,Will Milwaukee win the 2026 Pro Baseball Championship?,Will the Milwaukee Brewers win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Milwaukee wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3169,sports::Will A's win the 2026 Pro Base::Will the Athletics win the 202,mlb,game_result,KXMLB-26-ATH,0x618f23aef4bb8eb98a292a0674ed5aee012164f9a762e4bc7f9a2929aa3620d1,Will A's win the 2026 Pro Baseball Championship?,Will the Athletics win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If A's wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3170,sports::Will Washington win the 2026 P::Will the Washington Nationals ,mlb,game_result,KXMLB-26-WSH,0x99b0984b690ad49fb2bdef1d31dc398516d3318740c8595995bd37539d49afce,Will Washington win the 2026 Pro Baseball Championship?,Will the Washington Nationals win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Washington wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3171,sports::Will Pittsburgh win the 2026 P::Will the Pittsburgh Pirates wi,mlb,game_result,KXMLB-26-PIT,0x598654e5e8ad06b44107cb541773c459580dfc208fc74e4694d1ada41d679c1d,Will Pittsburgh win the 2026 Pro Baseball Championship?,Will the Pittsburgh Pirates win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Pittsburgh wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
